Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
13.01.2009 03:50:00,991.62,-4.89,268.91,-9.62,69.24,4.24,2.94,1.3,1.84,2.96,1286.24,1.98,3,191.2
13.01.2009 04:00:00,991.56,-4.9,268.91,-9.63,69.27,4.24,2.94,1.3,1.84,2.96,1286.19,2.56,3.5,188.8
13.01.2009 04:10:00,991.47,-4.99,268.83,-9.66,69.55,4.21,2.93,1.28,1.84,2.95,1286.5,3.2,4.13,200.2
13.01.2009 04:20:00,991.49,-4.98,268.84,-9.62,69.75,4.21,2.94,1.27,1.85,2.96,1286.49,2.57,3.63,198
13.01.2009 04:30:00,991.4,-4.88,268.95,-9.63,69.13,4.25,2.94,1.31,1.84,2.96,1285.88,2.67,4,191.4
13.01.2009 04:40:00,991.26,-4.93,268.91,-9.65,69.28,4.23,2.93,1.3,1.84,2.96,1285.94,2.8,4.25,187.7
13.01.2009 04:50:00,991.21,-4.92,268.92,-9.59,69.58,4.23,2.95,1.29,1.85,2.97,1285.81,2.75,4.13,187.7
13.01.2009 05:00:00,991.2,-4.83,269.01,-9.56,69.29,4.26,2.95,1.31,1.86,2.98,1285.4,1.99,2.75,197.6
13.01.2009 05:10:00,991.16,-4.87,268.97,-9.58,69.39,4.25,2.95,1.3,1.85,2.97,1285.54,1.45,2.13,202.5
13.01.2009 05:20:00,991.07,-4.91,268.94,-9.54,69.76,4.24,2.96,1.28,1.86,2.98,1285.57,1.9,2.88,192.5
13.01.2009 05:30:00,990.89,-4.85,269.02,-9.52,69.55,4.26,2.96,1.3,1.86,2.99,1285.05,2.14,3.5,194.2
13.01.2009 05:40:00,990.96,-4.63,269.23,-9.47,68.67,4.33,2.97,1.36,1.87,3,1284.09,1.44,3.75,174.5
13.01.2009 05:50:00,990.84,-4.31,269.56,-9.55,66.63,4.43,2.95,1.48,1.86,2.98,1282.44,1.96,3.25,172.9
13.01.2009 06:00:00,990.82,-4.26,269.61,-9.49,66.74,4.45,2.97,1.48,1.87,3,1282.17,1.02,3,157.3
13.01.2009 06:10:00,990.84,-4.18,269.69,-9.51,66.16,4.48,2.96,1.52,1.86,2.99,1281.79,0.82,1.75,282
13.01.2009 06:20:00,990.81,-4.17,269.71,-9.52,66.08,4.48,2.96,1.52,1.86,2.99,1281.7,0.87,2.25,183
13.01.2009 06:30:00,990.75,-4.16,269.71,-9.46,66.39,4.48,2.98,1.51,1.87,3,1281.6,1.08,2.38,168.4
13.01.2009 06:40:00,990.81,-4.02,269.85,-9.28,66.58,4.53,3.02,1.51,1.9,3.05,1280.98,0.59,1.25,304.5
13.01.2009 06:50:00,990.82,-3.7,270.17,-9.36,64.63,4.64,3,1.64,1.89,3.03,1279.49,2.67,4.5,190.4
13.01.2009 07:00:00,990.83,-3.66,270.21,-9.4,64.21,4.66,2.99,1.67,1.88,3.02,1279.31,1.95,2.88,208.5
13.01.2009 07:10:00,990.85,-3.8,270.07,-9.36,65.1,4.61,3,1.61,1.89,3.03,1279.98,1.52,2.63,218.9
13.01.2009 07:20:00,990.97,-3.78,270.08,-9.31,65.25,4.62,3.01,1.6,1.89,3.04,1280.04,1.51,3,202.1
13.01.2009 07:30:00,990.89,-3.7,270.17,-9.25,65.17,4.64,3.03,1.62,1.9,3.05,1279.55,1.6,3,178.2
13.01.2009 07:40:00,990.74,-3.73,270.15,-9.16,65.75,4.63,3.05,1.59,1.91,3.07,1279.48,2.05,4.88,186.8
13.01.2009 07:50:00,990.75,-3.72,270.16,-9.07,66.22,4.64,3.07,1.57,1.93,3.1,1279.45,1.76,3.38,193.9
13.01.2009 08:00:00,990.75,-3.76,270.11,-8.98,66.91,4.62,3.09,1.53,1.94,3.12,1279.65,1.2,2.75,189.2
13.01.2009 08:10:00,990.75,-3.6,270.28,-8.88,66.57,4.68,3.12,1.56,1.96,3.14,1278.83,1.03,3,204.7
13.01.2009 08:20:00,990.69,-3.5,270.38,-8.86,66.18,4.71,3.12,1.59,1.96,3.15,1278.3,1.48,2.5,229.1
13.01.2009 08:30:00,990.6,-3.54,270.35,-8.64,67.54,4.7,3.17,1.53,2,3.2,1278.34,2.55,3.63,191.4
13.01.2009 08:40:00,990.6,-3.22,270.67,-8.45,66.91,4.81,3.22,1.59,2.03,3.25,1276.79,2.68,4.25,185.9
13.01.2009 08:50:00,990.68,-2.84,271.04,-8.45,65.09,4.95,3.22,1.73,2.03,3.25,1275.13,2.29,3.88,173.7
13.01.2009 09:00:00,990.91,-2.49,271.38,-8.39,63.72,5.08,3.24,1.84,2.04,3.27,1273.76,1.25,2.38,109.2
13.01.2009 09:10:00,990.97,-2.06,271.8,-8.57,60.83,5.25,3.19,2.06,2.01,3.22,1271.85,1.54,3.63,117.8
13.01.2009 09:20:00,990.94,-1.79,272.08,-8.49,59.98,5.36,3.21,2.14,2.02,3.24,1270.5,0.79,1.63,201.1
13.01.2009 09:30:00,990.93,-1.76,272.11,-8.43,60.17,5.37,3.23,2.14,2.03,3.26,1270.37,0.93,2.5,197.4
13.01.2009 09:40:00,991.06,-1.79,272.07,-8.49,59.99,5.35,3.21,2.14,2.02,3.24,1270.68,1.63,2.25,210.3
13.01.2009 09:50:00,991.13,-1.72,272.13,-8.5,59.66,5.38,3.21,2.17,2.02,3.24,1270.44,1.29,1.88,207.6
13.01.2009 10:00:00,991.17,-1.47,272.38,-8.32,59.34,5.48,3.25,2.23,2.04,3.28,1269.28,0.89,1.88,190.2
13.01.2009 10:10:00,991.18,-1.08,272.77,-8.14,58.51,5.64,3.3,2.34,2.07,3.33,1267.49,0.47,1.13,213.8
13.01.2009 10:20:00,991.18,-0.75,273.1,-8.15,57.06,5.78,3.3,2.48,2.07,3.33,1265.96,1.06,2,192.4
13.01.2009 10:30:00,991.14,-0.57,273.28,-7.89,57.46,5.86,3.37,2.49,2.11,3.4,1265.03,1.53,2.88,185.3
13.01.2009 10:40:00,991.01,-0.13,273.74,-7.8,56.04,6.05,3.39,2.66,2.13,3.42,1262.8,2.23,3.63,179.4
13.01.2009 10:50:00,990.93,0.73,274.61,-7.65,53.26,6.44,3.43,3.01,2.16,3.46,1258.7,2.46,3.75,160.8
13.01.2009 11:00:00,990.76,1.24,275.12,-7.65,51.36,6.68,3.43,3.25,2.16,3.46,1256.18,2.59,4.63,170.9
13.01.2009 11:10:00,990.7,1.78,275.68,-7.59,49.62,6.95,3.45,3.5,2.17,3.48,1253.6,2.69,4.5,169.2
13.01.2009 11:20:00,990.61,1.92,275.82,-7.53,49.34,7.02,3.46,3.56,2.18,3.5,1252.85,2.54,4.75,169
13.01.2009 11:30:00,990.59,2.22,276.13,-7.44,48.62,7.17,3.49,3.69,2.19,3.52,1251.43,2.35,4.75,156.9
13.01.2009 11:40:00,990.47,2.02,275.93,-7.56,48.87,7.07,3.45,3.61,2.17,3.49,1252.24,1.91,3.38,141.6
13.01.2009 11:50:00,990.41,2.37,276.29,-7.55,47.71,7.25,3.46,3.79,2.18,3.49,1250.54,1.6,2.63,136.6
13.01.2009 12:00:00,990.29,2.58,276.51,-7.53,47.04,7.36,3.46,3.9,2.18,3.5,1249.43,2.03,4.5,170.1
13.01.2009 12:10:00,990.1,2.61,276.56,-7.76,46.13,7.37,3.4,3.97,2.14,3.44,1249.1,3.36,4.88,164.1
13.01.2009 12:20:00,990.08,2.73,276.68,-7.47,46.79,7.44,3.48,3.96,2.19,3.51,1248.5,2.88,4.38,163.4
13.01.2009 12:30:00,989.95,2.96,276.91,-7.36,46.42,7.56,3.51,4.05,2.21,3.54,1247.3,3.02,4.75,159.5
13.01.2009 12:40:00,989.88,3.45,277.41,-7.18,45.48,7.83,3.56,4.27,2.24,3.6,1244.97,2.28,3.38,171.3
13.01.2009 12:50:00,989.74,3.69,277.67,-7.19,44.64,7.96,3.55,4.41,2.24,3.59,1243.68,3.29,5.5,160.1
13.01.2009 13:00:00,989.66,3.75,277.73,-7.18,44.5,7.99,3.56,4.44,2.24,3.59,1243.34,3.93,5.25,164.5
13.01.2009 13:10:00,989.64,3.92,277.91,-7.36,43.37,8.09,3.51,4.58,2.21,3.55,1242.57,4.22,5.63,170.8
13.01.2009 13:20:00,989.54,4.19,278.19,-7.29,42.78,8.25,3.53,4.72,2.22,3.57,1241.21,3.78,4.88,169.3
13.01.2009 13:30:00,989.46,4.33,278.34,-7.28,42.38,8.33,3.53,4.8,2.22,3.57,1240.47,3.86,5.38,170.4
13.01.2009 13:40:00,989.31,4.7,278.72,-6.93,42.43,8.55,3.63,4.92,2.28,3.67,1238.6,3.14,4.63,174.7
13.01.2009 13:50:00,989.24,4.9,278.92,-6.57,43.05,8.67,3.73,4.94,2.35,3.77,1237.58,3.16,4,174
13.01.2009 14:00:00,989.14,4.63,278.66,-6.49,44.14,8.5,3.75,4.75,2.36,3.79,1238.66,3.1,4.5,176
13.01.2009 14:10:00,989.06,4.22,278.26,-6.49,45.41,8.27,3.75,4.51,2.36,3.8,1240.36,2.93,4,167.3
13.01.2009 14:20:00,989,4.12,278.16,-6.36,46.21,8.21,3.79,4.41,2.39,3.83,1240.73,2.42,3.5,188.5
13.01.2009 14:30:00,988.99,4.26,278.3,-6.25,46.16,8.29,3.82,4.46,2.41,3.87,1240.09,2.14,2.88,193.7
13.01.2009 14:40:00,988.98,4.53,278.57,-6.12,45.71,8.45,3.86,4.59,2.43,3.9,1238.83,1.87,2.63,186.7
13.01.2009 14:50:00,988.88,4.8,278.85,-6,45.3,8.61,3.9,4.71,2.46,3.94,1237.5,2,3.25,186.1
13.01.2009 15:00:00,988.84,4.89,278.94,-6.09,44.68,8.66,3.87,4.79,2.44,3.91,1237.06,2.13,3.13,184.8
13.01.2009 15:10:00,988.89,4.36,278.41,-6.43,45.2,8.35,3.77,4.57,2.38,3.81,1239.53,2.05,2.88,188.4
13.01.2009 15:20:00,988.82,3.69,277.74,-6.58,46.81,7.96,3.73,4.23,2.35,3.77,1242.46,2.23,3,191.1
13.01.2009 15:30:00,988.81,3.44,277.49,-6.41,48.3,7.82,3.78,4.04,2.38,3.82,1243.54,1.77,2.5,202.2
13.01.2009 15:40:00,988.82,3.37,277.42,-6.46,48.33,7.78,3.76,4.02,2.37,3.8,1243.89,1.95,2.88,203.1
13.01.2009 15:50:00,988.82,3.3,277.35,-6.56,48.22,7.75,3.73,4.01,2.35,3.78,1244.2,1.52,2.5,204
13.01.2009 16:00:00,988.92,3.25,277.29,-6.63,48.12,7.72,3.71,4,2.34,3.75,1244.58,1.68,2.63,206.1
13.01.2009 16:10:00,988.91,2.64,276.68,-6.7,49.98,7.39,3.69,3.7,2.33,3.73,1247.33,1.87,3,187.5
13.01.2009 16:20:00,988.87,1.84,275.88,-6.76,52.71,6.98,3.68,3.3,2.32,3.72,1250.93,1.64,2.5,205.4
13.01.2009 16:30:00,988.89,1.27,275.3,-6.79,54.78,6.7,3.67,3.03,2.31,3.71,1253.55,1.47,2.88,189.7
13.01.2009 16:40:00,988.94,1.03,275.06,-6.75,55.88,6.58,3.68,2.9,2.32,3.72,1254.69,2.46,4.88,153
13.01.2009 16:50:00,988.89,0.85,274.89,-6.42,58.07,6.5,3.77,2.72,2.38,3.82,1255.39,2.81,4.25,179.6
13.01.2009 17:00:00,988.86,0.42,274.46,-6.52,59.47,6.3,3.75,2.55,2.36,3.79,1257.34,2.06,2.88,202.7
13.01.2009 17:10:00,988.87,0.45,274.49,-6.54,59.22,6.31,3.74,2.57,2.35,3.78,1257.22,2.5,3.5,203.7
13.01.2009 17:20:00,988.85,0.23,274.26,-6.47,60.55,6.21,3.76,2.45,2.37,3.8,1258.23,2.61,3.25,205.9
13.01.2009 17:30:00,988.87,-0.1,273.94,-6.58,61.45,6.06,3.73,2.34,2.35,3.77,1259.76,2.51,3,206.1
13.01.2009 17:40:00,988.86,-0.32,273.71,-6.62,62.31,5.97,3.72,2.25,2.34,3.76,1260.79,2.41,3.5,215
13.01.2009 17:50:00,988.79,-0.48,273.56,-6.67,62.76,5.9,3.7,2.2,2.33,3.74,1261.44,2.36,3,206.8
13.01.2009 18:00:00,988.75,-0.8,273.25,-6.7,64.07,5.76,3.69,2.07,2.33,3.73,1262.85,1.78,2.63,211.4
13.01.2009 18:10:00,988.75,-1.09,272.95,-6.81,64.94,5.64,3.66,1.98,2.31,3.7,1264.24,2.1,3.5,203.5
13.01.2009 18:20:00,988.75,-1.63,272.41,-6.91,67.04,5.42,3.63,1.79,2.29,3.67,1266.75,2.13,3.13,200.5
13.01.2009 18:30:00,988.68,-1.87,272.17,-6.94,68.09,5.32,3.62,1.7,2.28,3.67,1267.8,2.67,4.13,195
13.01.2009 18:40:00,988.63,-1.86,272.19,-7.03,67.55,5.33,3.6,1.73,2.27,3.64,1267.69,2.82,4.13,197.8
13.01.2009 18:50:00,988.55,-2.03,272.03,-7.12,67.96,5.26,3.58,1.69,2.25,3.62,1268.4,2.96,4,197.7
13.01.2009 19:00:00,988.5,-2.03,272.03,-7.2,67.53,5.26,3.55,1.71,2.24,3.59,1268.36,3.71,5.13,196.4
13.01.2009 19:10:00,988.38,-1.98,272.08,-7.24,67.08,5.28,3.54,1.74,2.23,3.58,1267.98,3.55,4.38,198.5
13.01.2009 19:20:00,988.38,-2.15,271.92,-7.33,67.44,5.21,3.52,1.7,2.22,3.56,1268.78,3.68,5,199.8
13.01.2009 19:30:00,988.39,-2.09,271.98,-7.47,66.44,5.24,3.48,1.76,2.19,3.52,1268.51,2.9,4.25,207.2
13.01.2009 19:40:00,988.34,-1.93,272.14,-7.52,65.37,5.3,3.47,1.84,2.18,3.51,1267.7,3.73,4.75,207.8
13.01.2009 19:50:00,988.44,-1.67,272.39,-7.66,63.49,5.4,3.43,1.97,2.16,3.47,1266.67,3.73,4.88,204.5
13.01.2009 20:00:00,988.46,-1.57,272.49,-7.78,62.39,5.44,3.4,2.05,2.14,3.43,1266.23,4.4,6.13,189
13.01.2009 20:10:00,988.53,-1.99,272.07,-7.8,64.25,5.28,3.39,1.89,2.14,3.43,1268.28,3.29,4.25,193.6
13.01.2009 20:20:00,988.62,-2.12,271.93,-7.77,65.04,5.22,3.4,1.83,2.14,3.44,1269.01,4.12,6.25,190.4
13.01.2009 20:30:00,988.63,-2.09,271.96,-7.79,64.79,5.24,3.39,1.84,2.14,3.43,1268.85,4.28,5.5,194.6
13.01.2009 20:40:00,988.69,-2.18,271.86,-7.78,65.28,5.2,3.4,1.81,2.14,3.43,1269.37,4.2,5.63,185.1
13.01.2009 20:50:00,988.74,-2.18,271.86,-7.83,65.03,5.2,3.38,1.82,2.13,3.42,1269.42,3.43,4.5,179
13.01.2009 21:00:00,988.63,-2.46,271.59,-7.96,65.72,5.1,3.35,1.75,2.11,3.39,1270.61,3.35,4.63,178.1
13.01.2009 21:10:00,988.62,-2.89,271.15,-8.03,67.53,4.93,3.33,1.6,2.1,3.37,1272.65,3.65,5.5,187.1
13.01.2009 21:20:00,988.64,-3.06,270.98,-8.03,68.37,4.87,3.33,1.54,2.1,3.37,1273.47,3.52,4.63,192.3
13.01.2009 21:30:00,988.67,-3.24,270.81,-8.06,69.1,4.81,3.32,1.49,2.09,3.36,1274.35,3.34,4.38,188.8
13.01.2009 21:40:00,988.66,-3.51,270.53,-8.1,70.3,4.71,3.31,1.4,2.09,3.35,1275.63,3.21,4.88,197.2
13.01.2009 21:50:00,988.68,-3.73,270.31,-8.13,71.3,4.63,3.3,1.33,2.08,3.34,1276.69,3.12,4.25,193.3
13.01.2009 22:00:00,988.78,-4.01,270.02,-8.14,72.8,4.54,3.3,1.23,2.08,3.34,1278.15,3.01,4,193
13.01.2009 22:10:00,988.75,-4.14,269.89,-8.11,73.7,4.49,3.31,1.18,2.08,3.35,1278.75,3.3,4.75,192.9
13.01.2009 22:20:00,988.6,-4.2,269.84,-8.03,74.5,4.47,3.33,1.14,2.1,3.37,1278.82,2.92,3.63,199.7
13.01.2009 22:30:00,988.51,-3.91,270.14,-7.92,73.5,4.57,3.36,1.21,2.12,3.4,1277.32,2.52,3.88,199.4
13.01.2009 22:40:00,988.51,-3.98,270.07,-8.04,73.2,4.55,3.33,1.22,2.1,3.37,1277.66,2.05,3.13,212.6
13.01.2009 22:50:00,988.51,-4.32,269.73,-8.11,74.7,4.43,3.31,1.12,2.09,3.35,1279.27,1.73,2.5,216.4
13.01.2009 23:00:00,988.51,-4.53,269.52,-8.13,75.8,4.36,3.31,1.06,2.08,3.34,1280.29,2.07,4,190.4
13.01.2009 23:10:00,988.31,-4.56,269.51,-8.17,75.7,4.35,3.29,1.06,2.08,3.33,1280.15,3,4,183.9
13.01.2009 23:20:00,988.14,-4.36,269.72,-8.13,74.8,4.42,3.31,1.11,2.08,3.35,1278.97,2.68,4.13,187.2
13.01.2009 23:30:00,988.03,-4.19,269.9,-8.15,73.7,4.47,3.3,1.18,2.08,3.34,1278.04,2.07,3.13,201.5
13.01.2009 23:40:00,988.02,-4.17,269.92,-8.2,73.3,4.48,3.29,1.2,2.07,3.33,1277.93,2,3.13,208.1
13.01.2009 23:50:00,988.03,-4.29,269.8,-8.27,73.6,4.44,3.27,1.17,2.06,3.31,1278.54,1.85,2.88,211.1
14.01.2009 00:00:00,988.02,-4.41,269.68,-8.3,74.1,4.4,3.26,1.14,2.06,3.3,1279.11,1.83,2.75,212.5
14.01.2009 00:10:00,987.97,-4.61,269.48,-8.37,74.8,4.34,3.24,1.09,2.04,3.28,1279.98,2.08,3.63,202.3
14.01.2009 00:20:00,987.99,-4.9,269.19,-8.46,75.9,4.24,3.22,1.02,2.03,3.26,1281.39,2.99,3.75,197.3
14.01.2009 00:30:00,987.79,-5.23,268.88,-8.6,77,4.14,3.18,0.95,2.01,3.22,1282.73,2.08,4.13,195.9
14.01.2009 00:40:00,987.56,-5.17,268.95,-8.53,77.1,4.15,3.2,0.95,2.02,3.24,1282.17,2.43,3.88,196.2
14.01.2009 00:50:00,987.52,-5.33,268.79,-8.69,77.1,4.1,3.16,0.94,1.99,3.2,1282.89,2.9,4.25,183.2
14.01.2009 01:00:00,987.44,-5.9,268.23,-9.04,78.3,3.93,3.08,0.85,1.94,3.12,1285.55,3.05,4.75,181.5
14.01.2009 01:10:00,987.2,-5.97,268.18,-8.92,79.5,3.91,3.11,0.8,1.96,3.15,1285.57,2.47,3.75,194.3
14.01.2009 01:20:00,987.1,-5.92,268.23,-8.86,79.6,3.92,3.12,0.8,1.97,3.16,1285.21,2.03,2.88,201.2
14.01.2009 01:30:00,987.17,-6.15,268,-9.09,79.5,3.85,3.06,0.79,1.93,3.1,1286.42,1.39,2.13,209
14.01.2009 01:40:00,987.15,-6.66,267.49,-9.4,80.7,3.71,2.99,0.72,1.89,3.03,1288.88,1.59,3.5,185.2
14.01.2009 01:50:00,987.13,-7,267.15,-9.49,82.3,3.61,2.97,0.64,1.87,3.01,1290.53,1.79,4,174.1
14.01.2009 02:00:00,987.07,-7.53,266.62,-9.9,83,3.46,2.87,0.59,1.81,2.91,1293.07,1.14,2,177.8
14.01.2009 02:10:00,987.16,-7.6,266.54,-9.61,85.4,3.44,2.94,0.5,1.86,2.98,1293.5,0.62,1.25,169.2
14.01.2009 02:20:00,987.25,-7.7,266.44,-9.72,85.3,3.42,2.91,0.5,1.84,2.95,1294.11,1.57,2.75,198.4
14.01.2009 02:30:00,987.22,-7.68,266.46,-9.67,85.5,3.42,2.93,0.5,1.85,2.96,1293.97,1.05,2.25,157.1
14.01.2009 02:40:00,987.16,-7.95,266.19,-10.04,84.8,3.35,2.84,0.51,1.79,2.88,1295.25,0.55,1.38,165.5
14.01.2009 02:50:00,987.13,-7.94,266.2,-9.75,86.7,3.35,2.91,0.45,1.83,2.95,1295.13,0.99,1.88,236.6
14.01.2009 03:00:00,987.1,-6.73,267.42,-8.73,85.6,3.68,3.15,0.53,1.99,3.19,1289.11,1.48,2.25,221.5
14.01.2009 03:10:00,987.17,-6.13,268.02,-8.84,81,3.86,3.13,0.73,1.97,3.17,1286.31,1.7,3.25,207.8
14.01.2009 03:20:00,987.16,-6.57,267.58,-9.42,80,3.73,2.99,0.75,1.88,3.02,1288.45,1.98,2.75,188.9
14.01.2009 03:30:00,987.1,-7.17,266.98,-9.67,82.2,3.56,2.93,0.63,1.85,2.97,1291.33,2.03,3.75,176.3
14.01.2009 03:40:00,987.03,-7.36,266.79,-9.63,83.7,3.51,2.94,0.57,1.85,2.98,1292.16,1.7,2.75,151.5
14.01.2009 03:50:00,986.92,-7.56,266.6,-9.82,83.7,3.45,2.89,0.56,1.82,2.93,1293.01,0.85,1.75,164.5
14.01.2009 04:00:00,986.82,-8.39,265.78,-10.7,83.3,3.24,2.7,0.54,1.7,2.73,1297.03,0.41,0.88,129.2
14.01.2009 04:10:00,986.7,-8.9,265.27,-10.83,85.8,3.11,2.67,0.44,1.68,2.7,1299.39,0.78,1.63,224.2
14.01.2009 04:20:00,986.67,-9.01,265.17,-10.76,87,3.08,2.68,0.4,1.69,2.72,1299.88,0.77,1.88,209
14.01.2009 04:30:00,986.85,-9.75,264.41,-11.52,86.8,2.91,2.52,0.38,1.59,2.56,1303.85,1.92,3.25,149.1
14.01.2009 04:40:00,986.91,-10.43,263.72,-11.98,88.3,2.75,2.43,0.32,1.53,2.46,1307.35,0.64,1.38,163.6
14.01.2009 04:50:00,987,-10.51,263.63,-11.86,89.7,2.74,2.46,0.28,1.55,2.49,1307.86,1.32,2.88,171.8
14.01.2009 05:00:00,986.9,-10.12,264.03,-11.27,91.2,2.82,2.58,0.25,1.62,2.61,1305.73,0.98,2.25,95.5
14.01.2009 05:10:00,986.97,-9.89,264.26,-11.04,91.2,2.88,2.62,0.25,1.65,2.66,1304.65,1.35,3,89.9
14.01.2009 05:20:00,986.79,-10.01,264.15,-11.2,90.9,2.85,2.59,0.26,1.63,2.62,1305.03,0.41,1,47.54
14.01.2009 05:30:00,986.63,-9.61,264.57,-10.7,91.7,2.94,2.7,0.24,1.7,2.73,1302.78,0.48,0.88,96.5
14.01.2009 05:40:00,986.61,-9.53,264.65,-10.77,90.6,2.96,2.68,0.28,1.69,2.72,1302.37,1.28,2.38,142.1
14.01.2009 05:50:00,986.65,-9.76,264.41,-11.05,90.2,2.91,2.62,0.28,1.65,2.66,1303.59,0.89,1.5,190.6
14.01.2009 06:00:00,986.69,-9.4,264.77,-10.54,91.3,2.99,2.73,0.26,1.72,2.77,1301.81,1.07,1.75,192.4
14.01.2009 06:10:00,986.76,-9.08,265.09,-10.31,90.7,3.07,2.78,0.29,1.76,2.82,1300.3,0.76,1.5,176.3
14.01.2009 06:20:00,986.8,-9.09,265.08,-10.49,89.5,3.06,2.74,0.32,1.73,2.78,1300.42,0.74,1.25,193.7
14.01.2009 06:30:00,986.95,-9.4,264.75,-10.86,89,2.99,2.66,0.33,1.68,2.7,1302.19,1.05,1.75,192.2
14.01.2009 06:40:00,986.94,-9.88,264.27,-11.38,88.7,2.88,2.55,0.33,1.61,2.59,1304.6,0.96,1.88,148.7
14.01.2009 06:50:00,987.04,-10.01,264.13,-11.4,89.5,2.85,2.55,0.3,1.61,2.58,1305.38,0.22,0.75,239.7
14.01.2009 07:00:00,987.23,-9.88,264.25,-11.23,89.8,2.88,2.58,0.29,1.63,2.62,1304.97,0.92,2.38,126.3
14.01.2009 07:10:00,987.1,-10.1,264.04,-11.51,89.3,2.83,2.53,0.3,1.59,2.56,1305.92,1.27,2.88,147.2
14.01.2009 07:20:00,986.85,-10.17,263.99,-11.46,90.2,2.81,2.54,0.28,1.6,2.57,1305.93,0.48,1.13,318.9
14.01.2009 07:30:00,987.01,-10.14,264.01,-11.47,89.9,2.82,2.53,0.28,1.6,2.57,1305.99,0.92,1.38,200.3
14.01.2009 07:40:00,987.14,-10.4,263.73,-11.68,90.2,2.76,2.49,0.27,1.57,2.52,1307.48,1.16,1.5,201.1
14.01.2009 07:50:00,987.17,-10.27,263.86,-11.47,90.8,2.79,2.53,0.26,1.6,2.57,1306.85,0.84,1.25,185.5
14.01.2009 08:00:00,987.08,-10.21,263.93,-11.41,90.8,2.8,2.55,0.26,1.61,2.58,1306.43,0.36,0.75,191.5
14.01.2009 08:10:00,987.09,-10.26,263.88,-11.55,90.2,2.79,2.52,0.27,1.59,2.55,1306.7,0.54,0.88,193.8
14.01.2009 08:20:00,987.15,-10.09,264.04,-11.28,90.9,2.83,2.57,0.26,1.62,2.61,1305.91,0.64,1.5,144.4
14.01.2009 08:30:00,987.23,-10.1,264.03,-11.53,89.2,2.83,2.52,0.31,1.59,2.56,1306.09,0.57,0.88,171.5
14.01.2009 08:40:00,987.28,-10.44,263.68,-11.93,88.7,2.75,2.44,0.31,1.54,2.47,1307.89,0.43,1,130.6
14.01.2009 08:50:00,987.18,-10.55,263.58,-11.94,89.4,2.73,2.44,0.29,1.54,2.47,1308.3,0.91,2.5,82.8
14.01.2009 09:00:00,986.97,-10.01,264.14,-11.24,90.6,2.85,2.58,0.27,1.63,2.61,1305.27,0.63,1.75,87.7
14.01.2009 09:10:00,987.06,-9.42,264.72,-10.7,90.3,2.99,2.7,0.29,1.7,2.73,1302.41,0.54,1.88,137.6
14.01.2009 09:20:00,987.14,-9.03,265.11,-10.57,88.5,3.08,2.72,0.35,1.72,2.76,1300.58,0.65,1.88,159.2
14.01.2009 09:30:00,987.04,-8.43,265.72,-10.16,87.2,3.23,2.81,0.41,1.78,2.85,1297.46,0.51,1,145.7
14.01.2009 09:40:00,987.3,-8.49,265.64,-10.78,83.4,3.21,2.68,0.53,1.69,2.71,1298.16,0.72,1.38,224.9
14.01.2009 09:50:00,987.28,-8.51,265.62,-10.71,84,3.21,2.69,0.51,1.7,2.73,1298.22,0.68,1.13,158.3
14.01.2009 10:00:00,987.13,-8.25,265.89,-10.54,83.4,3.27,2.73,0.54,1.72,2.77,1296.73,0.49,1.25,142.9
14.01.2009 10:10:00,987.2,-7.75,266.39,-10.05,83.4,3.4,2.84,0.57,1.79,2.88,1294.33,0.52,1.13,114.4
14.01.2009 10:20:00,987.24,-7.42,266.72,-9.82,82.8,3.49,2.89,0.6,1.82,2.93,1292.75,0.5,1.13,86.8
14.01.2009 10:30:00,987.19,-6.93,267.21,-9.54,81.5,3.63,2.96,0.67,1.87,3,1290.27,0.32,1,186.1
14.01.2009 10:40:00,987.19,-6.22,267.92,-9.23,79.1,3.83,3.03,0.8,1.91,3.07,1286.82,0.64,1,171.3
14.01.2009 10:50:00,987.16,-6.11,268.04,-9.44,77.1,3.86,2.98,0.89,1.88,3.02,1286.26,0.67,1.25,190.1
14.01.2009 11:00:00,987.16,-6.26,267.89,-9.6,77,3.82,2.94,0.88,1.86,2.98,1286.98,0.93,1.5,215.4
14.01.2009 11:10:00,987.17,-6.27,267.88,-9.52,77.6,3.82,2.96,0.86,1.87,3,1287.06,0.77,1.38,197.6
14.01.2009 11:20:00,987.16,-5.89,268.26,-9.15,77.6,3.93,3.05,0.88,1.92,3.09,1285.17,0.33,0.75,193.9
14.01.2009 11:30:00,987.22,-5.26,268.89,-9,74.8,4.13,3.09,1.04,1.95,3.13,1282.2,0.55,1.25,167.9
14.01.2009 11:40:00,987.15,-5.05,269.1,-9.14,72.8,4.19,3.05,1.14,1.92,3.09,1281.13,0.43,1.25,201.9
14.01.2009 11:50:00,987.06,-4.95,269.21,-9.24,71.7,4.22,3.03,1.2,1.91,3.07,1280.53,0.81,1.75,175.2
14.01.2009 12:00:00,987.15,-4.68,269.48,-9.1,71,4.31,3.06,1.25,1.93,3.1,1279.33,0.74,1.5,177.3
14.01.2009 12:10:00,987.02,-4.29,269.88,-8.94,69.82,4.44,3.1,1.34,1.96,3.14,1277.29,0.29,0.63,208.7
